aprendiz de pedreiro;https://iisg.amsterdam/resource/hisco/code/hisco/95120
aprendiz de pedreiro;https://iisg.amsterdam/hisco/code/status/23
aprendiz de rufino;https://iisg.amsterdam/resource/hisco/code/hisco/72100
aprendiz de rufino;https://iisg.amsterdam/hisco/code/status/23
aprendiz de sapateiro;https://iisg.amsterdam/resource/hisco/code/hisco/80110
aprendiz de sapateiro;https://iisg.amsterdam/hisco/code/status/23
aprendiz de serigueiro;https://iisg.amsterdam/resource/hisco/code/hisco/75920
aprendiz de serigueiro;https://iisg.amsterdam/hisco/code/status/23
aprendiz de tractorista;https://iisg.amsterdam/resource/hisco/code/hisco/62820
aprendiz de tractorista;https://iisg.amsterdam/hisco/code/status/23
apropriagista;https://iisg.amsterdam/resource/hisco/code/hisco/79340
arameiro;https://iisg.amsterdam/resource/hisco/code/hisco/83990
arcadores;https://iisg.amsterdam/resource/hisco/code/hisco/79330
arcebispo;https://iisg.amsterdam/resource/hisco/code/hisco/14120
argueireiro;https://iisg.amsterdam/resource/hisco/code/hisco/75475
armador (de navios);https://iisg.amsterdam/resource/hisco/code/hisco/21240
armador (de navios);https://iisg.amsterdam/hisco/code/status/11
armador da ribeira das naus;https://iisg.amsterdam/resource/hisco/code/hisco/21240
armador de igrejas;https://iisg.amsterdam/resource/hisco/code/hisco/55920
armador de liços;https://iisg.amsterdam/resource/hisco/code/hisco/75490
armeiro;https://iisg.amsterdam/resource/hisco/code/hisco/83920
arquitecto;https://iisg.amsterdam/resource/hisco/code/hisco/02120
arraes de barco de carreira;https://iisg.amsterdam/resource/hisco/code/hisco/98100
arraes de barco de carreira;https://iisg.amsterdam/hisco/code/status/11
arrais;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais da arte;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais da chincha;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais da terra;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais de barca;https://iisg.amsterdam/resource/hisco/code/hisco/98190
arrais de barças;https://iisg.amsterdam/resource/hisco/code/hisco/98190
arrais do chinchorro do mar;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais do mar;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais do rio;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais dos buques;https://iisg.amsterdam/resource/hisco/code/hisco/98190
arrais novo;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arrais velho;https://iisg.amsterdam/resource/hisco/code/hisco/64130
arreeiro;https://iisg.amsterdam/resource/hisco/code/hisco/98690
arrematadeira;https://iisg.amsterdam/resource/hisco/code/hisco/75420
arrieiro (minas);https://iisg.amsterdam/resource/hisco/code/hisco/71190
arrozeiro;https://iisg.amsterdam/resource/hisco/code/hisco/62250
artista;https://iisg.amsterdam/resource/hisco/code/hisco/17000
artista (ind.papel);https://iisg.amsterdam/resource/hisco/code/hisco/73460
asilado/asilada;https://iisg.amsterdam/resource/hisco/code/hisco/-1
asilado/asilada;https://iisg.amsterdam/hisco/code/status/13
aspadeira;https://iisg.amsterdam/resource/hisco/code/hisco/75220
aspirante de finanças;https://iisg.amsterdam/resource/hisco/code/hisco/33110
aspirante de finanças;https://iisg.amsterdam/hisco/code/relation/22
assalariado/assalariada (meio rural);https://iisg.amsterdam/resource/hisco/code/hisco/62105
assedador / assedadeira;https://iisg.amsterdam/resource/hisco/code/hisco/75145
assistente de operador cinematográfico;https://iisg.amsterdam/resource/hisco/code/hisco/16360
assistente de operador cinematográfico;https://iisg.amsterdam/hisco/code/status/33
atador;https://iisg.amsterdam/resource/hisco/code/hisco/62290
atador;https://iisg.amsterdam/resource/hisco/code/product/1
atador de fio (ind.têxtil);https://iisg.amsterdam/resource/hisco/code/hisco/75420
atafoneiro;https://iisg.amsterdam/resource/hisco/code/hisco/77120
atalaia;https://iisg.amsterdam/resource/hisco/code/hisco/64130
ataqueiro;https://iisg.amsterdam/resource/hisco/code/hisco/75450
atiçador;https://iisg.amsterdam/resource/hisco/code/hisco/89390
ausente;https://iisg.amsterdam/resource/hisco/code/hisco/-1
auxiliar da pesca;https://iisg.amsterdam/resource/hisco/code/hisco/64130
auxiliar da pesca;https://iisg.amsterdam/hisco/code/status/33
auxiliar de lavrador;https://iisg.amsterdam/resource/hisco/code/hisco/61110
auxiliar de lavrador;https://iisg.amsterdam/hisco/code/status/33
auxiliar em terra;https://iisg.amsterdam/resource/hisco/code/hisco/64130
auxiliar em terra;https://iisg.amsterdam/hisco/code/status/33
avaliador;https://iisg.amsterdam/resource/hisco/code/hisco/39380
aviadeira de chapéus;https://iisg.amsterdam/resource/hisco/code/hisco/79390
azeitador (minas);https://iisg.amsterdam/resource/hisco/code/hisco/84935
azeiteiro (ind.alimentar);https://iisg.amsterdam/resource/hisco/code/hisco/77920
azeitoneiro;https://iisg.amsterdam/resource/hisco/code/hisco/62390
azeitoneiro;https://iisg.amsterdam/resource/hisco/code/product/1
azemel;https://iisg.amsterdam/resource/hisco/code/hisco/98620
azulejador;https://iisg.amsterdam/resource/hisco/code/hisco/89242
açacal;https://iisg.amsterdam/resource/hisco/code/hisco/45220
açacal;https://iisg.amsterdam/resource/hisco/code/product/24
açougueiro;https://iisg.amsterdam/resource/hisco/code/hisco/77310
açudar;https://iisg.amsterdam/resource/hisco/code/hisco/64130
bacalhoeiro;https://iisg.amsterdam/resource/hisco/code/hisco/64120
bacharel;https://iisg.amsterdam/resource/hisco/code/hisco/-1
bacharel;https://iisg.amsterdam/hisco/code/status/42
bacharel em direito;https://iisg.amsterdam/resource/hisco/code/hisco/30000
bacharel em direito;https://iisg.amsterdam/hisco/code/status/42
bacharel em matemática;https://iisg.amsterdam/resource/hisco/code/hisco/30000
bacharel em matemática;https://iisg.amsterdam/hisco/code/status/42
bacharel opositor;https://iisg.amsterdam/resource/hisco/code/hisco/30000
bacharel opositor;https://iisg.amsterdam/hisco/code/relation/22
bacharel sem exercício;https://iisg.amsterdam/resource/hisco/code/hisco/-1
bacharel sem exercício;https://iisg.amsterdam/hisco/code/relation/22
bacharel sem exercício;https://iisg.amsterdam/hisco/code/status/42
bagueiro;https://iisg.amsterdam/resource/hisco/code/hisco/62390
bagueiro;https://iisg.amsterdam/resource/hisco/code/product/1
bainheiro;https://iisg.amsterdam/resource/hisco/code/hisco/79460
bandeireira;https://iisg.amsterdam/resource/hisco/code/hisco/79190
banqueiro;https://iisg.amsterdam/resource/hisco/code/hisco/21110
barbeiro;https://iisg.amsterdam/resource/hisco/code/hisco/57030
barqueiro/barqueira;https://iisg.amsterdam/resource/hisco/code/hisco/98190
barqueiro de barca;https://iisg.amsterdam/resource/hisco/code/hisco/98190
barqueiro de barco;https://iisg.amsterdam/resource/hisco/code/hisco/98190
barraqueiro;https://iisg.amsterdam/resource/hisco/code/hisco/45220
barreneiro;https://iisg.amsterdam/resource/hisco/code/hisco/71150
barroteiro;https://iisg.amsterdam/resource/hisco/code/hisco/64130
bataneiro;https://iisg.amsterdam/resource/hisco/code/hisco/75655
bate-chapa;https://iisg.amsterdam/resource/hisco/code/hisco/87310
batedor;https://iisg.amsterdam/resource/hisco/code/hisco/64960
beneficiado;https://iisg.amsterdam/resource/hisco/code/hisco/-1
beneficiado;https://iisg.amsterdam/hisco/code/status/11
bengaleiro;https://iisg.amsterdam/resource/hisco/code/hisco/79990
berrunheiro;https://iisg.amsterdam/resource/hisco/code/hisco/83990
biscoiteiro;https://iisg.amsterdam/resource/hisco/code/hisco/77690
bispo;https://iisg.amsterdam/resource/hisco/code/hisco/14120
bobinador / bobinadeira (ind. têxtil);https://iisg.amsterdam/resource/hisco/code/hisco/75250
boceteiro;https://iisg.amsterdam/resource/hisco/code/hisco/81120
boieiro;https://iisg.amsterdam/resource/hisco/code/hisco/62890
bolacheiro;https://iisg.amsterdam/resource/hisco/code/hisco/77690
bombeiro;https://iisg.amsterdam/resource/hisco/code/hisco/58110
bordador/ bordadeira;https://iisg.amsterdam/resource/hisco/code/hisco/79560
botequineira;https://iisg.amsterdam/resource/hisco/code/hisco/41030
boticário;https://iisg.amsterdam/resource/hisco/code/hisco/06710
botoeiro;https://iisg.amsterdam/resource/hisco/code/hisco/79990
braceiro (meio rural);https://iisg.amsterdam/resource/hisco/code/hisco/62105
branqueador;https://iisg.amsterdam/resource/hisco/code/hisco/75615
brigadeiro  de nação inglesa;https://iisg.amsterdam/resource/hisco/code/hisco/58320
bronzeador;https://iisg.amsterdam/resource/hisco/code/hisco/72890
broslador;https://iisg.amsterdam/resource/hisco/code/hisco/79560
bufarinheiro;https://iisg.amsterdam/resource/hisco/code/hisco/45290
bufarinheiro;https://iisg.amsterdam/resource/hisco/code/product/38
burnidor/ burnideira;https://iisg.amsterdam/resource/hisco/code/hisco/75670
burnidor de holandilhas;https://iisg.amsterdam/resource/hisco/code/hisco/75670
burriqueiro;https://iisg.amsterdam/resource/hisco/code/hisco/98620
buxador;https://iisg.amsterdam/resource/hisco/code/hisco/16240
cabeleireiro;https://iisg.amsterdam/resource/hisco/code/hisco/57025
cabeça da cobrada;https://iisg.amsterdam/resource/hisco/code/hisco/64130
cabeça da cobrada;https://iisg.amsterdam/hisco/code/status/31
cabo fogueiro da armada;https://iisg.amsterdam/resource/hisco/code/hisco/58340
cabouqueiro;https://iisg.amsterdam/resource/hisco/code/hisco/95190
cabreiro/cabreira;https://iisg.amsterdam/resource/hisco/code/hisco/62590
cachopo das vacas;https://iisg.amsterdam/resource/hisco/code/hisco/62420
cachopo das vacas;https://iisg.amsterdam/hisco/code/status/32
cadeireiro;https://iisg.amsterdam/resource/hisco/code/hisco/81120
caeieiro/caeiro;https://iisg.amsterdam/resource/hisco/code/hisco/74240
caiador/caiadeira;https://iisg.amsterdam/resource/hisco/code/hisco/93120
caixeiro;https://iisg.amsterdam/resource/hisco/code/hisco/33130
caixeiro de farmácia;https://iisg.amsterdam/resource/hisco/code/hisco/33130
caixeiro dos maines;https://iisg.amsterdam/resource/hisco/code/hisco/33130
caixeiro viajante;https://iisg.amsterdam/resource/hisco/code/hisco/45150
caixoteiro;https://iisg.amsterdam/resource/hisco/code/hisco/81990
calador;https://iisg.amsterdam/resource/hisco/code/hisco/64130
calafate;https://iisg.amsterdam/resource/hisco/code/hisco/95440
calandrador (ind. papel);https://iisg.amsterdam/resource/hisco/code/hisco/73440
calceteiro;https://iisg.amsterdam/resource/hisco/code/hisco/95160
calcinador;https://iisg.amsterdam/resource/hisco/code/hisco/89950
caldeireiro;https://iisg.amsterdam/resource/hisco/code/hisco/87350
caldeireiro de cobre;https://iisg.amsterdam/resource/hisco/code/hisco/87350
caleiro;https://iisg.amsterdam/resource/hisco/code/hisco/98190
calibrador (ind.madeira);https://iisg.amsterdam/resource/hisco/code/hisco/81190
calibrador (minas);https://iisg.amsterdam/resource/hisco/code/hisco/84935
cambão do canto;https://iisg.amsterdam/resource/hisco/code/hisco/64130
cambão do meio;https://iisg.amsterdam/resource/hisco/code/hisco/64130
caminheiro;https://iisg.amsterdam/resource/hisco/code/hisco/37040
campino;https://iisg.amsterdam/resource/hisco/code/hisco/62420
camurceiro/camurceira;https://iisg.amsterdam/resource/hisco/code/hisco/79220
canastreiro;https://iisg.amsterdam/resource/hisco/code/hisco/94220
caneiro;https://iisg.amsterdam/resource/hisco/code/hisco/64130
caneleira rematadeira;https://iisg.amsterdam/resource/hisco/code/hisco/75415
caneleiro/caneleira;https://iisg.amsterdam/resource/hisco/code/hisco/75415
canteiro;https://iisg.amsterdam/resource/hisco/code/hisco/95190
cantoneiro;https://iisg.amsterdam/resource/hisco/code/hisco/95990
cantor aposentado da basílica;https://iisg.amsterdam/resource/hisco/code/hisco/17145
capataz (agricultura);https://iisg.amsterdam/resource/hisco/code/hisco/22520
capataz (pescas);https://iisg.amsterdam/resource/hisco/code/hisco/22710
capataz    (minas);https://iisg.amsterdam/resource/hisco/code/hisco/22620
capataz de minas;https://iisg.amsterdam/resource/hisco/code/hisco/22620
capelista;https://iisg.amsterdam/resource/hisco/code/hisco/41030
capelista;https://iisg.amsterdam/resource/hisco/code/product/27
capitão ( navios);https://iisg.amsterdam/resource/hisco/code/hisco/04215
